name,formattedAddress,lat,long,photoReference,placeID,rating,userRatingsTotal,cityType,cityName,compoundCode,types,hiddenGems,ticketStatus,budget,category,userType,openHours,closeHours,closeDays,description,access,activity,facility,suggestion
Pancar Mountain Natural Park,"Kampung Ciburial, Karang Tengah, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat 16810, Indonesia",-6.5805618,106.9036852,ATJ83zjF-n9fNrr69VuJaneCYq0T_DqS3IKRQH5DILIAQoIA1JnFlO9RUU_JTgjwxT1gT_UwY-hqhNrn5aoEvw4J3sYYPdsxYsCP653FBAQX6ZeBZqbqW8HTxGx1TgQgpocvWGjq0SGFofZwQavGnw7OfaOo-_DwSbViewAPwOAUAp2ddZHJ,ChIJdVFRHnnHaS4RMHZPcqSGcz8,4.1,1957,kota,KOTA BOGOR,"CW93+QF Central Karang, Bogor Regency, West Java",tourist_attraction|park|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing,Solo|Family|Couple|Friends,00.00,23.59,-,"Gunung Pancar, destinasi wisata alam di Kabupaten Bogor, menawarkan pengalaman yang menyegarkan di tengah hutan pinus yang sejuk. Dengan berbagai wahana dan aktivitas rekreasi, tempat ini menjadi favorit warga Jabodetabek untuk piknik dan liburan keluarga di akhir pekan.","Lokasi Kampung Ciburial, Desa Karang Tengah, Kecamatan Babakan Madang, Kabupaten Bogor.Akses mudah melalui Tol Jagorawi, sekitar 1,5 jam dari Jakarta.",Menyusuri hutan pinus dengan udara sejuk.Outbond dengan fasilitator dan permainan menarik.Glamping dengan fasilitas panggangan BBQ dan kursi api unggun.,Area parkir.Toilet.Kamar mandi.Spot foto.Area berkemah.,Waspada terhadap pungutan liar yang mengatasnamakan pengelola wisata.Bawa perlengkapan berkemah jika berkemah.
Danau Gunting Kebun Raya Bogor,"Kebun Raya Bogor Bogor Tengah, RT.04/RW.02, Paledang, Bogor Tengah, Bogor City, West Java 16122, Indonesia",-6.6003367,106.7978054,ATJ83zhufNdB9P3kd1TSF_erX1YUCzwEFAlvZxrjMnEvrtepFcmlj5ADcmrIg1uUjdslHagojzUzx_tWGjQteszTTtO3QmaIABBcJ0JCafofwGhlEvansQtp9XJGX_M26wKMVMV5Y9PJn3tBc1Z6Sif5PTRgPPm9COOntfflrDW4M1xqswMj,ChIJkbSRr8XFaS4RtXhmDR_7ITk,4.6,213,kota,KOTA BOGOR,"9QXX+V4 Paledang, Bogor City, West Java",tourist_attraction|park|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Entertain|Kuliner,Solo|Family|Couple|Friends,08.00,16.0,-,"Danau Gunting di Kebun Raya Bogor menghadirkan keindahan yang menyejukkan bagi pengunjungnya. Suara gemericik air dari air mancur kecil di tengah danau, bersama dengan hijau sekitarnya, menciptakan suasana yang mengundang untuk menikmati waktu santai. Bangku-bangku batu disediakan di sekitar danau untuk kenyamanan pengunjung yang ingin bersantai sambil menikmati panorama. Pemandangan Istana Bogor yang megah memberikan sentuhan istimewa pada keindahan Danau Gunting.","Untuk kendaraan pribadi: Dari tol Jagorawi, belok ke kanan di Tugu Kujang. Lokasi pintu masuk Kebun Raya Bogor terletak sekitar 1 km dari Tugu Kujang.Menggunakan Kereta Rel Listrik (KRL): Naik kereta menuju Stasiun Bogor dari stasiun Bekasi atau stasiun lain yang melewati Stasiun Manggarai. Dari Stasiun Bogor, berjalan kaki ke arah Istana Bogor, lalu ke pintu masuk Kebun Raya Bogor.Menggunakan Bus: Dari Terminal Baranangsiang, Anda dapat menggunakan angkot No 03, 13, atau 06. Jarak dari terminal ke Kebun Raya Bogor hanya sekitar 2 kilometer atau 10 menit perjalanan jika tidak ada kemacetan di sekitar Tugu Kujang.",Bersantai di Danau.Olahraga.Kuliner.,Area parkir.Jalan-jalan pedestrian.Museum.Restoran.Kursi bersantai.Toilet umum.,Kenakan pakaian yang nyaman dan sesuai untuk berjalan-jalan di taman.Bawalah air minum dan perlengkapan lain seperti topi dan krim tabir surya jika diperlukan.Hormati lingkungan dan jangan merusak tanaman atau koleksi di taman.
Taman akuatik,"9RX2+M7Q, RT.04/RW.02, Paledang, Bogor Tengah, Bogor City, West Java 16122, Indonesia",-6.6007929,106.800734,ATJ83zgNCMGf907LU0CS_xmgJguqSRn6EOua0J5rXm_vX7wt8Me59h2hCzzcFKEuqsr57wjnhw1rRrcmohHLfDCet9YRm9-BI40lpsdP1pbprZA3CxPUUJK_T4BjX2Hpcq86xAcOG5zJN5GqCM6wkzTsiD6sDhJXnmq8QMuW1Ph1IHFZDo9g,ChIJVdsoqGbFaS4RIjK3D5yU4i4,4.6,69,kota,KOTA BOGOR,,park|tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Entertain|Kuliner,Solo|Family|Couple|Friends,08.00,16.0,-,"Taman Akuatik, sebagai bagian dari Kebun Raya Bogor, menawarkan pengalaman wisata yang unik dan menyegarkan. Terletak di dalam area Kebun Raya Bogor, taman ini menjadi magnet bagi pengunjung yang mencari destinasi wisata yang tidak hanya indah tetapi juga memberikan kesempatan untuk healing.Taman Akuatik ini menampilkan lima kolam besar yang memamerkan koleksi tumbuhan air tergenang, termasuk Nymphaea lotus L atau teratai kecil. Setiap tumbuhan dilengkapi dengan papan informasi yang memberikan penjelasan rinci tentang jenisnya. Berbagai jenis tanaman air, mulai dari yang mengapung hingga yang hidup di tepi air, memberikan keberagaman ekosistem yang menarik.","Taman Akuatik terletak di dalam area Kebun Raya Bogor. Untuk mencapainya, pengunjung dapat mengikuti petunjuk di dalam kebun atau bertanya kepada petugas.",Menikmati koleksi tumbuhan air tergenang.Bersantai di kursi artistik atau gazebo.Berjalan-jalan di sekitar danau dan menikmati pemandangan.,Kursi artistik.Tempat duduk semi tertutup.spot berfoto.,Ajak keluarga dan orang tercinta untuk pengalaman wisata yang lebih menyenangkan.Gunakan waktu untuk memberikan edukasi kepada anak-anak tentang jenis-jenis tumbuhan di taman.Datang pada hari yang tidak terlalu ramai untuk mendapatkan spot foto terbaik.
Museum PETA,"Jl. Jend. Sudirman No.35, RT.01/RW.05, Pabaton, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16121, Indonesia",-6.5851731,106.796318,ATJ83zgOJAD7a01EBLucIcDfPlVbqOkH3JEwdMZ9aumrzUY0dSb_rYG4O8arV4dJAsLEEge6h0EkTjx-RgXZLLeMEZCh0OR1G_HMSe15Xthc3B_fKJRbMYPXH5rhLrDuLG_p8IPJB3p3AlhdsqHnjceHjKwy07QHSwVPpbeaB5evC1z9YWmF,ChIJYy-L1MrFaS4RHB3fy_H_xxw,4.6,1530,kota,KOTA BOGOR,"CQ7W+WG Pabaton, Bogor City, West Java",museum|tourist_attraction|point_of_interest|establishment,No,No,Low,Edukasi|Historical,Solo|Family|Couple|Friends,08.00,14.3,Saturday|Sunday,"Museum PETA di Kota Bogor menandai sejarah penting sebagai tempat berdirinya Tentara Pembela Tanah Air (PETA). Gedung ini, awalnya dibangun pada tahun 1745 dengan gaya Eropa (Inggris), menjadi pusat latihan pasukan PETA selama pendudukan Jepang. Museum ini diresmikan pada tanggal 18 Desember 1995 oleh Presiden Republik Indonesia, H. M. Soeharto, yang juga merupakan Perwira PETA Angkatan I.","Museum PETA terletak di Jl. Jendral Sudirman No 35, Bogor, Jawa Barat, di dalam kompleks Pusdikzi TNI Angkatan Darat, sekitar 500 meter dari Istana Bogor. Pengunjung dapat mencapainya dengan berbagai moda transportasi, dan petunjuk di dalam kota akan memandu menuju lokasi.",Melihat patung Jenderal Sudirman dan Tank saat masuk ke museum.Menelusuri relief yang menggambarkan kegiatan dan tokoh-tokoh PETA.Menyaksikan diorama yang memperlihatkan peristiwa bersejarah dan senjata yang digunakan oleh PETA.Mengamati patung Daidancho Soedirman yang menampilkan sosok komandan batalyon yang berani.,Patung-patung bersejarah.Informasi PETA.Ruangan dengan diorama.,Museum ini direkomendasikan untuk mereka yang tertarik dengan sejarah militer dan perjuangan kemerdekaan Indonesia.Disarankan membawa panduan atau mengikuti tur untuk mendapatkan pemahaman yang lebih baik tentang setiap eksibisi.
JBound,"Jl. Bogor Nirwana Residence, RT.1/RW.10, Ranggamekar, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16135, Indonesia",-6.618186799999999,106.7974095,ATJ83zi9NzBPbHOBQ9hXKOJjNWJI0s9_-6-BvNdJGp9Gai5FuFZd1f96m7SpITMHtiDNGkNTLep6tnYmfdNGyja3NJ6fSBmSWWZtSnAjXsAbx08i9wkGJkcn6nU1hmA-BKsosSujf2-sYT0P9aWbLWl0S59-ZvooLBdxZtAQs250zxAThkmc,ChIJtVuIzVzFaS4RnlsmynXwOuk,4.5,1277,kota,KOTA BOGOR,"9QJW+PX Ranggamekar, Bogor City, West Java",amusement_park|point_of_interest|establishment,No,Yes,Medium,Nature|Relaxing|Entertain|Edukasi|Adventure,Solo|Family|Couple|Friends,09.00,17.3,-,"JBound, terletak di Mulyaharja, Bogor Selatan, Bogor, Jawa Barat, merupakan destinasi wisata yang memadukan rekreasi dan edukasi. Sebagai bagian dari uji coba Kementerian Pariwisata dan Ekonomi Kreatif untuk wisatawan yang telah divaksinasi Covid-19, JBound menawarkan sejumlah daya tarik, termasuk outbound, mini zoo, camping ground, dan area foto menarik.",Wisatawan dapat mencapai JBound dengan berkendara selama sekitar 16 menit dari Stasiun Bogor atau 11 menit dari Terminal Baranangsiang.,"Menikmati wisata air dengan perahu dan kano.Mencoba wahana ketangkasan seperti flying fox.Menikmati wahana anak, termasuk trampolin dan mini zoo.Menggunakan fasilitas lain seperti ATV dan panahan.",Area outbound.Mini zoo.Camping ground.Lokasi foto menarik.Wahana flying fox. trampolin. balon udara.ATV. panahan.,"Wisatawan disarankan untuk mencoba paket hemat yang melibatkan beberapa wahana sekaligus.Tiket untuk setiap wahana memiliki harga berbeda, dengan kisaran Rp 9.000 hingga Rp 75.000 per orang.Untuk pengunjung yang ingin mencoba berbagai wahana, ada opsi tiket terusan dengan harga mulai dari Rp 100.000 per orang."
Nangka Waterfall,"8PMG+RX6, Sukajadi, Tamansari, Bogor Regency, West Java 16370, Indonesia",-6.6690656,106.7264075,ATJ83zj0KmdzuZ23Lb07g_vz_fGJ2ftQpEWiJsA-jlEoNPr0x5iFidq0MFgYVn3hXmtPYc4PMJNvGQmX5Ngj98m1J0UiGimucOqN_Y1IKbsGh-fxmMpaVCdyUJgCwio4V7-wbMuqZes7XCAZYBqRidFn2dweTEh9kRd-TgUH7sT8Eo-3vgwS,ChIJUzxTq9XPaS4RKRG_pEF2QvY,4.3,6707,kota,KOTA BOGOR,,tourist_attraction|park|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Adventure,Solo|Family|Couple|Friends,08.00,17.0,-,"Curug Nangka merupakan objek wisata air terjun yang terletak di kaki Gunung Salak, termasuk dalam kawasan Taman Nasional Halimun Salak. Dengan ketinggian 750 Mdpl, suasana di sekitar air terjun sangat sejuk, dikelilingi hutan pinus, dan memiliki luas wana wisata seluas 17 hektar. Obyek wisata ini dibuka untuk umum sejak tahun 1991 oleh Perhutani, dan suhu di area ini berkisar antara 20–22ºC.","Curug Nangka dapat dijangkau dengan kendaraan pribadi melalui dua rute yang memudahkan wisatawan. Alternatif lain adalah menggunakan angkot dari Stasiun Bogor dengan melanjutkan perjalanan ke Ciapus dan turun di Highland Park Resort. Dari sana, perjalanan dilanjutkan dengan berjalan kaki sekitar 20 menit menuju Curug Nangka.",Menikmati keindahan air terjun dengan ketinggian sekitar 20 meter.Trekking sejauh 700 meter dari pintu gerbang menuju air terjun.Berenang di kolam alami yang terbentuk di bawah air terjun.Berfoto di lokasi yang indah dengan latar belakang air terjun dan pepohonan pinus.Berkemah di area camping ground atau mencoba fasilitas glamping (glamour camping) dengan biaya tambahan.,Shelter atau gardu pandang.Area parkir.Warung makanan.Tempat duduk.Pos jaga.,"Wisatawan disarankan membawa pakaian ganti dan perlengkapan trekking yang sesuai.Menggunakan alas kaki yang nyaman untuk berjalan di atas batuan dan menyusuri sungai.Menjaga kebersihan area wisata dan mematuhi peraturan yang berlaku.Bagi yang tertarik berkemah, tersedia camping ground dengan biaya tambahan."
Tirtania WaterPark,"Jalan R.E. Sumantadiredja Komplek Pamoyanan Hijau, RT.02/RW.08, Pamoyanan, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16136, Indonesia",-6.6408809,106.8054381,ATJ83zj-tGYJphwukVO4OSgCzn1_HgGV-HjiTcXsiUtC81bWap-G1HmxRdqqAwpIUmozXMQ39vovPvTe3D55YyYF2Ws4S1573xWMBJ8rBCwqwzBQRiJoy3N2S8zeQKi1gYajVLK-u-x1DIlH9Ssn9viAdSxldGEvB13arUnb0U7STIeRJSdW,ChIJle8adkXPaS4RJOondOi8PDw,4.3,2289,kota,KOTA BOGOR,"9R54+J5 Pamoyanan, Bogor City, West Java",tourist_attraction|amusement_park|point_of_interest|establishment,No,Yes,Low,Relaxing|Entertain|Kuliner,Solo|Family|Couple|Friends,08.00,17.0,-,"Tirtania Waterpark adalah taman wisata air yang terletak di daerah Pamoyanan Bogor, menawarkan suasana Bali yang indah dengan keindahan tata letak dan udara sejuk. Menampilkan kolam renang khusus anak-anak dan dewasa, serta berbagai wahana seru untuk keluarga.","Berlokasi di Jalan R.E. Sumantadiredja, Komplek Pamoyanan Hijau, Bogor Selatan, Pamoyanan, Bogor Sel., Kota Bogor, Jawa Barat 16136. Dapat diakses dengan kendaraan pribadi atau transportasi umum.","Bermain di berbagai wahana seperti slider, ember tumpah, perosotan gurita, dan permainan anak.Mengikuti terapi ikan untuk membersihkan kaki.",Kebun binatang mini.Area parkir.wahana permainan air.Kolam terapi ikan.,"Bawa pakaian ganti dan perlengkapan bermain air.Perhatikan keselamatan, terutama bagi anak-anak di sekitar kolam.Coba berbagai makanan di warung kuliner."
Sumber Karya Indah - SKI Bogor,"Jl. Katulampa Raya No.6, RT.06/RW.01, Katulampa, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16144, Indonesia",-6.6217646,106.8214054,ATJ83zi3vdsUNTfixKh-B3qRNwpu2c8p_6KtRFNC48dDOIvV1pfS66ZbQj_Zb_uIqpb6JMkGAgniiX6opwsF9W7jdGp0vNL_T6rhEtmIfQSlBL5Q2bt54AWG7ggjYuBJvjZLxGez22iu97YFqBAUfKHQ1BqyLntKgquza0SFHdx5qY8398W0,ChIJC3zOy6fIaS4RCUVWKT_NuXY,4.3,4453,kota,KOTA BOGOR,"9RHC+7H Katulampa, Bogor City, West Java",amusement_park|tourist_attraction|point_of_interest|establishment,No,No,Medium,Relaxing|Entertain|Perbelanjaan|Kuliner,Solo|Family|Couple|Friends,09.00,17.0,-,"SKI Bogor (Sumber Karya Indah) di Tajur, Bogor, adalah pusat industri tas yang juga menjadi tujuan wisata bagi pengunjung lokal maupun luar Bogor. Selain belanja produk tas dan sepatu, pengunjung dapat menikmati berbagai permainan dan waterpark yang menarik.","Terletak di Tajur, Bogor, SKI Bogor dapat diakses dengan kendaraan pribadi atau transportasi umum dari Tol Jagorawi, dekat dengan Prasasti Batu Tulis dan Situs Purwakalih.",Berbelanja di area industri SKI Tajur.Menikmati waterpark.Bermain di 17 permainan yang ada di SKI Bogor.,Area kuliner.Tempat parkir.area waterpark.area bermain.,"Luangkan waktu untuk berbelanja tas dan sepatu buatan lokal.Nikmati berbagai wahana air di waterpark.Setelah puas di SKI Bogor, Anda bisa melanjutkan wisata ke tempat terdekat seperti Prasasti Batu Tulis."
Kujang Monument,"Jalan Raya Pajajaran No.1A, Baranangsiang, Bogor Timur, RT.04/RW.02, Tegallega, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16143, Indonesia",-6.6014417,106.8050738,ATJ83zjhPUDP7I8LJWdE_usAPLIiUuMtLnJDEqn-6mQEs8LeH-DFKndf1XNpr1LpSGjS4TcGq6ea7w-S5BeG7emmerC0UJ9ir7xtEuDNYuckRY_2icgbQk3NJ61g_a53Y3g5RKClPBS6BzrakQoOVf7n2u8jO7emPt4dd3f76Pt9SxK00gTm,ChIJAQAAAOHFaS4R_OqyTgPgYBQ,4.7,14010,kota,KOTA BOGOR,"9RX4+C2 Tegallega, Bogor City, West Java",tourist_attraction|point_of_interest|establishment,No,No,Low,Historical,Solo|Family|Couple|Friends,00.00,23.59,-,"Tugu Kujang merupakan simbol kota Bogor, memperlihatkan lambang kota dengan ornamen kujang yang mempesona. Berdiri tegak sebagai ikon Kota Hujan ini, tugu memiliki pesan motivasi pada prasasti di bawahnya yang memberikan semangat untuk perbaikan diri.","Terletak di pusat Kota Bogor, dekat simpang tiga jalan raya Padjajaran, Otista, dan Baranagsiang, tugu ini mudah dijangkau dari Stasiun Bogor dengan naik angkot merah No. 03 atau bisa juga diakses dengan berjalan kaki dari Terminal Baranangsiang yang cukup dekat.",Melihat tugu Kujang sebagai lambang Kota Bogor dan menyimak sejarahnya dari zaman Kerajaan Pajajaran.,-,"Bawa kamera untuk mengabadikan keindahan tugu, terutama saat malam hari dengan lampu-lampu yang menyala.Kunjungan ke Tugu Kujang biasanya tidak membutuhkan waktu lama, jadi bisa dipadukan dengan kunjungan ke tempat lain di sekitar Bogor."
CIharashas Mulyaharja,"Jl. Ciharasas Cibeureum No.10, RT.05/RW.01, Mulyaharja, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16135, Indonesia",-6.6494867,106.7862944,ATJ83zgFwgRsQkKIxYdW7Xo7Ow_-fel7tSyF-r74PMl1W0djC9Oxvx9SKO1fSXFbgiAl_XC7ZyUTbsJVM7_1SJSUaI25XEWXW7nV4n9J_nH-51T3gbEndidXhuUSsIFNmuE5_tcwUzpzafMhttc63wy0CjasQJfNBO6Lm2hDRhRsbMis-oKr,ChIJta00lFrPaS4R9VgP3Zq3GYk,4.6,62,kota,KOTA BOGOR,"9Q2P+6G Mulyaharja, Bogor City, West Java",tourist_attraction|point_of_interest|establishment,No,Yes,Medium,Relaxing|Entertain|Kuliner|Edukasi,Solo|Family|Couple|Friends,07.00,18.0,-,"Kampung Tematik Mulyaharja merupakan destinasi wisata edukasi bertani dan rekreasi di Kota Bogor. Tempat ini menawarkan pengalaman beragam, mulai dari kegiatan bertani hingga kulineran di sawah.","Lokasi Kampung Tematik Mulyaharja terletak di RT 05/RW 01, Mulyaharja, Bogor Selatan, Kota Bogor, Jawa Barat. Rutenya dimulai dari Tugu Kujang di Jalan Raya Pajajaran nomor 1A, Baranangsiang, Bogor Timur. Jaraknya sekitar 10,3 km atau sekitar 30 menit dengan mobil dari Tugu Kujang.",Kegiatan edukasi bertani.Kulineran di tengah sawah.Selfie di spot Instagramable.Trekking di tiga jalur yang ada.,Musholla.Toilet.Tempat makan.Saung-saung.Area foto.,"Pastikan untuk mempersiapkan kendaraan yang tepat karena rutenya cukup panjang dan membutuhkan navigasi yang jelas.Ada paket-paket liwet dan trekking yang dapat dinikmati, dengan harga berbeda untuk kelompok dan individu."
Taman Wisata Matahari,"Puncak Rd, Leuwimalang, Cisarua, Bogor Regency, West Java 16750, Indonesia",-6.656204799999999,106.9165594,ATJ83zh-WB78hnrNK9nFIdmdfacjtlCZ4n5VagiN6sG22wU2zOAmOqgoiERqVDM9WKRw9S3pYAZFODyzSn8suhRLkZZm6Xmbb27nXyRlTaII8jk3HPt_cPGqo_ERSiEi5LkcBwfH1y8mYBKowlz2KbrQzgVAqbaCg1oZZ8U_zaBATR09dQXU,ChIJ06zWB0u2aS4RqFnYa2nz41k,4.1,11457,kota,KOTA BOGOR,"8WV8+GJ Leuwimalang, Bogor Regency, West Java",tourist_attraction|point_of_interest|establishment,No,Yes,Medium,Nature|Relaxing|Adventure|Kuliner,Solo|Family|Couple|Friends,08.00,16.0,-,"Taman Wisata Matahari di Puncak, berdiri sejak 2007, menawarkan konsep taman rekreasi dan edukasi yang meliputi area seluas 40 hektar dengan sekitar 40 wahana. Selain wahana permainan, ada fasilitas akomodasi seperti vila, hotel, dan barak serta restoran, aula, saung, dan fasilitas lainnya seperti tempat parkir, taman bunga, dan tempat ibadah.","Lokasinya terletak di Jalan Raya Puncak KM 77 Cilember, Cisarua, Kabupaten Bogor. Dari Puncak, rutenya dapat dijangkau dengan mudah menggunakan kendaraan pribadi atau taksi.","Beragam wahana permainan seperti waterpark, taman rusa, dan taman kelinci.Paket outbond dan gathering.Menginap di berbagai akomodasi.",Restoran.Aula.Saung.Area Parkir.Toilet.Fasilitas akomodasi.,"Pastikan untuk memeriksa jam operasional dan fasilitas yang ingin dinikmati sebelum berkunjung. Jika ingin menggunakan fasilitas outbond atau gathering, sebaiknya konfirmasikan terlebih dahulu dengan pihak Taman Wisata Matahari.Harga tiket masuk: Rp 60.000/orang untuk akses tiga atau lima wahana gratis.Terdapat paket outbond dan gathering dengan harga berbeda.Harga sewa akomodasi bervariasi tergantung pada tipe akomodasi yang dipilih."
Bukit Alesano,"7QVG+2RG, Unnamed Road, Cijeruk, Kec. Cijeruk, Kabupaten Bogor, Jawa Barat 16740, Indonesia",-6.7074452,106.7770772,ATJ83zjK3Q7g5jU6d3oYwx7qtle638H02nJzthcmYcWvxzVOGd1yoLFYrBH5cqnDtQXQBmBPYHeEKfywTtvfKC8CzZ4xDqTByJvCpAnYYf1qlX-yVcLHtKDNZraTHJID06M6rY4tiQ3NkWkEWmSYUihW0pcM5MdbPM-SPA4W4Y_0vksDhQs8,ChIJRTe_-H_OaS4RYZyJPNtRmhg,3.9,908,kota,KOTA BOGOR,,tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing,Solo|Couple|Friends,00.00,23.59,-,"Bukit Alesano adalah destinasi wisata alam yang terletak sekitar satu jam perjalanan dari Kota Bogor. Tempat ini menawarkan keindahan alam pegunungan dan pemandangan Kota Bogor yang memukau, terutama saat malam hari ketika lampu kota mulai berkelap-kelip. Bukit Alesano juga memiliki fasilitas untuk berkemah, memungkinkan pengunjung merasakan keindahan tempat ini selama 24 jam.","Jarak perjalanan dari Jakarta ke Bukit Alesano sekitar 74,6 kilometer dengan estimasi waktu tempuh sekitar 1,5 jam. Perjalanan dimulai dari Jakarta menuju Kota Bogor. Dari sana, rute perjalanan melalui daerah Empang, Cipaku, Jalan Raya Cihideung, dan Cijeruk. Sesampainya di Cijeruk, arahkan kendaraan ke Balai Penelitian Embrio Cijeruk, kemudian belok kiri dan melalui beberapa portal sebelum mencapai gapura besar yang menjadi tanda masuk ke Bukit Alesano.",Menikmati Pemandangan Indah.Pemandangan Malam.Berkemah.Berpose di Spot Foto Instagramable.,Area parkir.Fasilitas camping ground.,"Kenakan pakaian yang sesuai dengan cuaca, terutama jika Anda berencana untuk berkemah.Pastikan untuk membawa perlengkapan camping dan tidur jika Anda berniat untuk berkemah.Jaga kebersihan lingkungan dengan tidak membuang sampah sembarangan."
Marcopolo Water Adventure,"Jl. Bukit Cimanggu City Raya Jl. Sholeh Iskandar, RT.01/RW.11, Cibadak, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16168, Indonesia",-6.5475252,106.7826826,ATJ83zhh2pDouXk8KOlXJwUYab2GRHGF-6hZq8gClZJzstR8Swk-bDbeZCLHVSHKH38e7sBFw5E5XrtY26n77Iq7euStFUyMOaP_s2QzhcdKl7Z6Eijg6Jzc9U-XtjbKFRAw-fz6mHeUOBqn5CqbphQjf6Jiu8Vbcu4e-SyrK-9nE1tYlw-d,ChIJs2bE54TDaS4Rj8AZ23fXmB0,4.5,6436,kota,KOTA BOGOR,"FQ2M+X3 Cibadak, Bogor City, West Java",tourist_attraction|amusement_park|point_of_interest|establishment,No,Yes,Low,Relaxing|Entertain|Kuliner,Solo|Family|Couple|Friends,07.00,20.0,-,"Marcopolo Waterpark, berlokasi di Bukit Cimanggu City, Bogor, menawarkan petualangan kolam renang dengan beragam wahana air. Dengan tema ""Water Adventure"", tempat ini menampilkan konsep Mediterania yang kental dalam dekorasi lingkungan kolam.","Terletak di perumahan Bukit Cimanggu City, perjalanan dari Jakarta sekitar 1,5 jam melalui Kota Bogor, Empang, Cipaku, Jalan Raya Cihideung, dan Cijeruk. Setelah Cijeruk, arahkan kendaraan ke Balai Penelitian Embrio Cijeruk, lalu belok kiri menuju gapura besar.",Berenang di berbagai tipe kolam.Tontonan 4 dimensi dengan harga tiket terpisah.Mencoba berbagai wahana yang ada.,Kamar mandi.Lifeguard untuk keamanan.Food court.Hiburan live performance.,Perhatikan anak-anak dengan seksama di sekitar kolam.Bawa makanan dari luar diperbolehkan.Tiket normal berlaku untuk pengunjung dengan tinggi badan 80 CM.Tiket normal berlaku untuk pengunjung dengan tinggi badan 80 CM.Harga tiket berbeda untuk berbagai wahana dan aktivitas.
Taman Corat Coret,"CR99+426, Achmad Adnawijaya St, RT.01/RW.15, Tegal Gundil, Bogor Utara, Bogor City, West Java 16152, Indonesia",-6.5822135,106.8175153,ATJ83zgkI8NT3ge_we7nT_h-k6vhcc1i1v4etG6ienFAIqpE_unljKEeotvTMLgDJGqPaxhDJ3cM9pmrAV-4IKeY1H4PDxZJGenPhGW_VyHDqFj_t4deRkr68B1Sg591qxM41X1WGy-Ttx0prdHEb3RxfSOJxIH9B2VlXj2W2a72O--mSvPe,ChIJ9U-nmILGaS4RNx_3jEeaOT4,4.4,5139,kota,KOTA BOGOR,,tourist_attraction|park|point_of_interest|establishment,No,No,Low,Relaxing|Entertain|Art,Solo|Family|Couple|Friends,10.00,21.0,-,"Taman Corat-Coret di Bogor adalah destinasi seni grafitti yang menawarkan kebebasan berekspresi melalui seni mural. Terletak di Jalan Pandu Raya, tempat ini menjadi pusat kreativitas untuk seniman grafitti dan pengunjung yang ingin menikmati lukisan jalanan.","Tepat di Jalan Pandu Raya, Bogor Utara, tempatnya mudah diakses dari pusat kota. Lokasinya strategis dan aksesnya cukup mudah dijangkau.",Spot foto unik dengan seni grafitti sebagai latar belakang.Area outdoor untuk berkumpul dan menikmati seni jalanan.Menikmati seni grafitti yang telah ada atau menambahkan karya sendiri.,Pedagang .Restoran.,Hindari vandalisme dan jaga kebersihan taman.Tidak ada biaya masuk.
Leuwi Orok,"Jl. Lamtoro No.7, RT.02/RW.04, Kedunghalang, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16158, Indonesia",-6.5585773,106.8093071,ATJ83zh7yi-oyEs4FIfeX7K0TvSm1GhhmoQYHScu2tv6OGR5b750TnWPk5Z1YKcEcEYG5wK6w8rxfGMFW4J-rpGfIDAGekvnWd_8pF-4PjDI6nv_WhKLrOtB8CvVuxcFEJps_uE9fnqMh19jRYBA3ujOzV5sD5TGvoawygmUhKL6JpdSjnL7,ChIJyeXyBH7FaS4R26TjReZ-I2U,4.7,26,kota,KOTA BOGOR,"CRR5+HP Kedunghalang, Bogor City, West Java",tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Adventure,Solo|Family|Couple|Friends,00.00,23.59,-,"Leuwi Orok adalah destinasi wisata alam di Bogor yang sedang dikembangkan untuk menawarkan pengalaman baru kepada pengunjung. Terletak di Kawasan Gunung Salak Endah (GSE), tempat ini menawarkan keindahan alam yang masih alami dengan air jernih dan pemandangan yang mempesona.","Lokasinya berada di Blok Cawene, Desa Gunung Sari, Kecamatan Pamijahan, Kabupaten Bogor. Dari parkiran, pengunjung akan berjalan kaki sekitar 500 meter menuju Leuwi Orok.",Nikmati pemandangan air biru dan suasana alam yang indah.Terdapat kolam dan batu-batu besar cocok untuk bermain air.Area piknik dengan penyewaan lahan camping dan tenda tersedia dengan harga terjangkau.,lahan camping.Penyewaan tenda.Warung makanan.,Ikuti aturan dan jaga kebersihan selama berkunjung.Biaya tiket masuk sekitar Rp 10.000 - Rp 30.000.
